Baseline_good_outcomes_(median),Baseline_good_outcomes_per_1000_patients_(low_5%),Baseline_good_outcomes_per_1000_patients_(high_95%),Baseline_good_outcomes_per_1000_patients_(mean),Baseline_good_outcomes_per_1000_patients_(stdev),Baseline_good_outcomes_per_1000_patients_(95ci),Percent_Thrombolysis_(median%),Percent_Thrombolysis_(low_5%),Percent_Thrombolysis_(high_95%),Percent_Thrombolysis_(mean),Percent_Thrombolysis_(stdev),Percent_Thrombolysis_(95ci),Additional_good_outcomes_per_1000_patients_(median),Additional_good_outcomes_per_1000_patients_(low_5%),Additional_good_outcomes_per_1000_patients_(high_95%),Additional_good_outcomes_per_1000_patients_(mean),Additional_good_outcomes_per_1000_patients_(stdev),Additional_good_outcomes_per_1000_patients_(95ci),Onset_to_needle_(mean),calibration,scenario,stroke_team
268.87,221.7,306.6,268.63,27.08,5.31,20.28,16.04,25.0,20.41,2.75,0.54,16.31,12.44,20.07,16.25,2.28,0.45,179.0,1.0,onset,HPWIF9956L
258.43,233.4,281.09,258.03,15.5,3.04,22.47,20.22,24.98,22.6,1.44,0.28,20.26,17.81,22.37,20.23,1.43,0.28,149.65,1.0,onset,HREGJ0143U
275.29,237.65,306.0,274.07,20.28,3.97,6.82,4.94,8.94,6.75,1.31,0.26,4.24,2.99,5.83,4.33,0.9,0.18,217.05,1.0,onset,HYCCK3082L
256.54,231.63,277.9,256.82,14.34,2.81,11.83,10.2,13.7,11.84,1.05,0.21,9.19,7.79,10.91,9.23,0.88,0.17,176.48,1.0,onset,HYNBH3271L
251.91,209.54,293.89,250.99,26.22,5.14,9.16,7.23,11.83,9.36,1.63,0.32,6.12,4.16,8.0,6.12,1.22,0.24,203.8,1.0,onset,HZMLX7970T
264.44,224.33,295.67,263.24,21.9,4.29,12.44,10.44,15.12,12.61,1.35,0.27,9.5,8.13,11.85,9.7,1.19,0.23,180.63,1.0,onset,HZNVT9936G
255.53,211.3,287.59,253.91,21.74,4.26,9.34,6.87,11.56,9.29,1.52,0.3,7.35,5.38,9.26,7.35,1.27,0.25,173.68,1.0,onset,IATJE0497S
250.0,222.33,286.76,251.75,19.33,3.79,16.82,14.52,19.31,16.87,1.45,0.29,13.15,11.42,15.23,13.14,1.19,0.23,172.44,1.0,onset,IAZKG9244A
248.75,223.69,272.56,248.54,15.36,3.01,14.5,12.99,16.63,14.64,1.19,0.23,11.0,9.24,12.89,11.0,1.02,0.2,179.63,1.0,onset,IDHVL2894N
243.2,209.01,280.78,243.08,19.22,3.77,12.67,10.37,15.48,12.66,1.46,0.29,9.49,7.71,11.74,9.45,1.2,0.23,179.27,1.0,onset,ISIZF6614O
257.81,222.46,304.88,260.47,25.71,5.04,3.52,1.56,5.1,3.41,1.1,0.22,3.59,1.47,5.89,3.51,1.31,0.26,122.5,1.0,onset,ISXKM9668U
261.86,233.4,298.01,264.95,19.72,3.87,15.75,13.47,18.41,15.78,1.58,0.31,13.84,11.59,16.21,13.78,1.44,0.28,158.5,1.0,onset,ITFRR7678Y
256.35,228.17,294.42,258.53,20.95,4.11,8.38,6.33,10.67,8.45,1.39,0.27,6.48,4.69,8.48,6.59,1.16,0.23,179.4,1.0,onset,IUMNL9626U
253.46,211.75,299.54,253.09,26.84,5.26,10.14,7.35,13.39,10.19,2.07,0.41,7.02,4.71,9.57,7.13,1.62,0.32,194.73,1.0,onset,IWINL6248B
233.47,203.87,257.38,232.77,16.61,3.25,9.85,8.02,11.67,9.78,1.14,0.22,7.17,5.85,8.59,7.2,0.95,0.19,176.41,1.0,onset,IYJHY1440E
271.36,251.44,298.44,272.65,14.28,2.8,15.88,13.84,18.05,15.98,1.33,0.26,14.02,12.1,16.49,14.21,1.35,0.27,158.17,1.0,onset,JADBS8258F
260.4,237.99,286.95,260.91,14.75,2.89,10.91,9.35,12.38,10.92,0.95,0.19,9.2,7.83,10.46,9.21,0.82,0.16,163.04,1.0,onset,JHDQL1362V
258.06,238.13,277.13,257.91,12.67,2.48,14.76,13.06,16.63,14.85,1.04,0.2,13.42,11.82,15.18,13.47,1.03,0.2,145.98,1.0,onset,JINXD0311F
271.67,239.67,313.5,273.73,24.24,4.75,13.33,10.33,16.67,13.31,1.93,0.38,10.12,7.81,12.87,10.22,1.66,0.32,187.48,1.0,onset,JRXDG8181O
257.43,188.12,346.53,264.46,44.24,8.67,10.89,5.89,15.84,10.85,2.85,0.56,9.34,4.63,13.27,9.26,2.71,0.53,162.34,1.0,onset,JXJYG0100P
244.37,217.04,275.0,244.66,17.96,3.52,19.29,16.08,21.23,19.05,1.55,0.3,14.68,12.1,16.28,14.5,1.35,0.26,175.14,1.0,onset,KECZG3964M
274.5,250.79,295.05,274.15,13.1,2.57,17.12,14.22,18.87,16.94,1.43,0.28,15.8,13.05,17.59,15.63,1.39,0.27,151.87,1.0,onset,KZKEZ2257Z
232.61,204.35,267.5,235.15,19.57,3.84,10.0,8.25,11.96,10.14,1.14,0.22,7.49,6.02,9.07,7.52,0.93,0.18,174.97,1.0,onset,LECHF1024T
245.08,216.52,275.71,245.34,18.46,3.62,1.53,0.86,2.84,1.67,0.62,0.12,1.06,0.47,2.06,1.11,0.46,0.09,198.08,1.0,onset,LFPMM4706C
260.0,219.67,300.0,258.03,23.88,4.68,12.33,9.32,16.33,12.57,2.16,0.42,9.58,6.77,12.58,9.72,1.86,0.36,175.74,1.0,onset,LFZMO6561M
256.36,224.47,292.48,256.61,19.57,3.84,11.65,9.32,14.25,11.74,1.61,0.32,8.74,6.99,10.92,8.85,1.26,0.25,183.88,1.0,onset,LGNPK4211W
256.34,219.58,295.92,257.21,24.66,4.83,17.18,14.07,20.58,17.21,1.94,0.38,12.7,10.03,15.39,12.65,1.61,0.31,189.6,1.0,onset,LLPWF6176Z
254.42,227.83,284.45,254.06,18.45,3.62,13.07,10.6,15.92,13.18,1.57,0.31,10.33,8.27,12.62,10.29,1.33,0.26,175.52,1.0,onset,LUVFZ2751A
227.85,185.65,274.89,226.46,29.02,5.69,5.91,3.78,8.46,6.06,1.53,0.3,4.11,2.78,6.4,4.26,1.21,0.24,179.93,1.0,onset,LZAYM7611L
247.38,227.35,273.07,248.53,13.9,2.73,13.8,11.61,15.6,13.66,1.14,0.22,10.81,9.14,12.3,10.74,0.95,0.19,173.19,1.0,onset,LZGVG8257A
267.39,242.58,295.29,268.98,16.65,3.26,24.19,21.63,26.75,24.29,1.63,0.32,23.04,20.59,25.91,23.15,1.66,0.32,139.42,1.0,onset,MHMYL4920B
242.72,210.19,281.88,242.72,24.59,4.82,11.0,7.1,14.56,11.07,2.11,0.41,8.46,5.78,11.24,8.5,1.72,0.34,172.85,1.0,onset,NFBUF0424E
249.55,222.24,273.15,249.55,16.21,3.18,20.8,17.9,23.16,20.75,1.67,0.33,16.78,14.51,19.64,16.76,1.55,0.3,166.79,1.0,onset,NGKDE7265L
258.22,223.71,286.46,254.51,18.53,3.63,15.57,12.68,18.15,15.64,1.6,0.31,12.75,10.75,14.89,12.81,1.4,0.27,163.96,1.0,onset,NTPQZ0829K
262.14,232.85,289.72,261.54,17.59,3.45,11.49,9.7,13.6,11.55,1.2,0.24,8.52,7.14,9.92,8.58,0.9,0.18,186.92,1.0,onset,NZECY6641V
268.08,235.77,290.96,266.23,17.25,3.38,9.43,7.23,11.17,9.36,1.29,0.25,7.13,5.3,8.62,7.06,1.16,0.23,187.66,1.0,onset,NZNML2841Q
242.78,223.63,262.91,241.71,13.39,2.62,11.74,10.34,13.24,11.73,0.92,0.18,8.88,7.57,9.98,8.8,0.75,0.15,178.28,1.0,onset,OFKDF3720W
258.62,234.73,284.07,258.85,16.93,3.32,13.22,10.84,15.62,13.26,1.37,0.27,11.08,9.29,13.29,11.07,1.24,0.24,164.21,1.0,onset,OHGIK1804X
276.75,249.08,306.46,276.94,19.56,3.83,11.81,9.58,14.03,11.76,1.34,0.26,10.67,8.45,12.95,10.63,1.31,0.26,156.02,1.0,onset,OKVRY7006H
270.76,238.18,299.73,269.51,19.06,3.74,16.06,13.18,18.77,16.12,1.54,0.3,13.22,11.15,15.75,13.34,1.38,0.27,170.89,1.0,onset,OQYTM8444L
257.46,216.42,294.78,257.35,25.92,5.08,8.96,6.32,12.31,9.16,1.91,0.37,6.17,4.14,8.67,6.27,1.5,0.29,202.59,1.0,onset,OUXUZ1084Q
254.37,233.16,281.41,256.15,15.03,2.95,12.24,10.05,14.43,12.16,1.35,0.26,10.39,8.5,12.42,10.34,1.25,0.25,159.22,1.0,onset,OYASQ1316D
265.27,227.0,290.27,262.98,21.07,4.13,16.89,14.31,19.09,16.82,1.51,0.3,14.9,12.49,17.18,14.82,1.5,0.29,155.51,1.0,onset,PAOUI8935Z
252.22,225.31,285.97,252.77,19.23,3.77,12.79,10.83,14.93,12.81,1.31,0.26,9.85,8.47,12.2,10.02,1.16,0.23,173.19,1.0,onset,PAYNN3649Z
261.81,237.52,283.4,262.13,14.38,2.82,13.5,11.46,15.66,13.55,1.25,0.25,10.38,8.74,12.26,10.43,1.01,0.2,181.09,1.0,onset,PDNWI2057P
253.18,224.28,283.24,252.83,16.62,3.26,15.49,13.52,17.58,15.52,1.28,0.25,12.66,10.59,14.36,12.55,1.18,0.23,168.2,1.0,onset,PSNKC7508G
275.69,241.44,301.88,274.13,19.63,3.85,10.52,8.47,12.56,10.53,1.32,0.26,7.4,5.58,8.78,7.27,0.98,0.19,205.43,1.0,onset,QNARI2373R
278.27,256.67,302.41,278.75,14.24,2.79,16.39,14.61,19.19,16.56,1.38,0.27,15.39,13.46,17.71,15.46,1.32,0.26,151.27,1.0,onset,QOAPO4699N
249.4,212.41,276.97,248.21,21.73,4.26,13.13,10.73,15.51,13.14,1.47,0.29,9.92,8.04,11.9,9.89,1.2,0.24,180.67,1.0,onset,QOGNY5824N
240.74,208.6,272.49,238.78,20.59,4.04,22.22,19.31,27.0,22.52,2.18,0.43,17.04,14.42,20.86,17.22,1.91,0.37,173.97,1.0,onset,QQUVD2066Z
267.74,225.48,313.06,269.9,27.43,5.38,11.29,8.39,14.24,11.44,1.96,0.38,8.38,6.14,10.88,8.52,1.56,0.31,191.05,1.0,onset,QTELJ8888W
267.61,242.25,287.78,266.08,14.44,2.83,16.3,14.88,18.61,16.46,1.25,0.25,13.93,12.36,15.92,13.97,1.14,0.22,165.0,1.0,onset,QWKRA8499D
254.85,207.62,293.91,253.41,27.52,5.39,13.02,10.8,16.09,13.14,1.67,0.33,10.13,8.18,12.78,10.33,1.44,0.28,174.33,1.0,onset,QZMCK3259S
250.54,220.04,278.87,249.89,18.05,3.54,12.85,10.46,15.25,12.76,1.5,0.29,9.55,7.24,11.62,9.57,1.24,0.24,180.6,1.0,onset,RDVPJ0375X
244.13,222.14,275.43,245.95,16.38,3.21,15.81,13.3,18.47,15.85,1.56,0.31,13.51,11.08,15.71,13.47,1.42,0.28,153.9,1.0,onset,REVJR6326T
246.31,219.56,276.75,246.14,17.46,3.42,19.19,16.61,22.32,19.09,1.65,0.32,15.13,12.72,17.57,15.19,1.46,0.29,168.19,1.0,onset,RGJWU8840Q
253.59,230.8,276.32,254.56,14.28,2.8,13.28,11.6,15.32,13.35,1.07,0.21,11.56,9.72,12.96,11.39,1.02,0.2,158.32,1.0,onset,ROOIZ9592Y
246.62,218.47,281.53,246.49,19.95,3.91,17.23,14.64,20.06,17.37,1.94,0.38,13.95,11.43,16.49,13.94,1.58,0.31,165.61,1.0,onset,SBRDX1922J
271.83,238.88,304.78,272.39,18.91,3.71,14.09,12.36,16.49,14.3,1.37,0.27,12.22,10.49,14.65,12.3,1.29,0.25,165.41,1.0,onset,SBYTE4026H
251.62,227.68,275.61,252.68,15.89,3.11,12.87,10.86,14.88,12.91,1.16,0.23,9.22,7.53,10.57,9.08,0.94,0.18,193.28,1.0,onset,SJVFI6669M
288.29,262.48,311.9,287.55,15.45,3.03,15.38,13.38,17.65,15.5,1.27,0.25,13.57,11.87,15.72,13.69,1.22,0.24,165.2,1.0,onset,SMVTP6284P
268.18,238.41,300.11,266.98,19.76,3.87,8.64,6.59,11.36,8.76,1.49,0.29,7.54,5.77,10.34,7.64,1.43,0.28,162.79,1.0,onset,SQGXB9559U
258.28,204.97,318.21,258.61,37.02,7.25,13.91,9.93,18.54,14.42,2.64,0.52,11.83,7.62,16.29,11.78,2.49,0.49,170.44,1.0,onset,TBZOA3799I
278.21,247.08,313.23,279.4,20.27,3.97,16.54,13.61,18.68,16.33,1.58,0.31,13.86,11.5,15.99,13.8,1.43,0.28,173.13,1.0,onset,TFSJP6914B
242.83,215.87,273.52,244.42,18.91,3.71,7.65,5.54,9.18,7.52,1.14,0.22,5.68,3.96,6.83,5.53,0.87,0.17,180.5,1.0,onset,TKRKH4920C
252.66,218.09,292.69,251.44,22.33,4.38,12.77,10.9,15.47,12.94,1.59,0.31,9.37,7.76,11.59,9.47,1.25,0.25,187.68,1.0,onset,TMQMS4307W
257.97,225.51,290.0,256.38,22.38,4.39,12.75,9.86,15.68,12.88,1.91,0.37,9.95,7.69,12.47,10.06,1.65,0.32,176.7,1.0,onset,TPFFP4410O
273.68,240.35,310.61,273.67,21.09,4.13,10.35,8.41,12.63,10.32,1.24,0.24,8.97,7.27,10.9,8.97,1.14,0.22,164.49,1.0,onset,TPXYE0168D
267.4,244.43,286.28,266.21,13.62,2.67,20.43,18.47,22.08,20.39,1.21,0.24,17.76,15.54,19.02,17.56,1.15,0.23,161.05,1.0,onset,TQQYU0036V
234.16,203.86,267.36,234.49,19.73,3.87,12.4,9.9,15.7,12.63,1.77,0.35,9.26,7.18,12.06,9.41,1.44,0.28,177.06,1.0,onset,TXHRP7672C
246.36,222.52,268.87,245.58,15.32,3.0,11.19,9.39,13.0,11.19,1.17,0.23,7.9,6.57,9.38,7.92,0.87,0.17,188.53,1.0,onset,TXYJJ1019H
261.4,241.1,287.04,263.62,15.3,3.0,12.9,10.67,14.36,12.76,1.1,0.22,9.67,8.01,11.09,9.68,0.9,0.18,185.28,1.0,onset,UALFR2142B
253.64,229.14,280.86,253.85,16.9,3.31,14.97,13.1,16.95,14.98,1.27,0.25,12.09,10.29,14.0,12.19,1.13,0.22,166.58,1.0,onset,UIWEN7236N
262.48,232.81,288.35,262.13,17.68,3.46,16.27,14.22,19.78,16.46,1.69,0.33,12.78,10.51,15.61,12.84,1.56,0.31,179.31,1.0,onset,UJETD9177J
278.2,236.65,319.74,278.23,25.68,5.03,16.73,13.14,19.94,16.52,2.17,0.42,13.34,10.56,16.07,13.31,1.93,0.38,179.95,1.0,onset,UMYTD3128E
233.48,204.63,266.52,233.63,21.75,4.26,15.2,12.54,18.73,15.43,1.81,0.35,11.57,9.26,14.38,11.61,1.53,0.3,172.45,1.0,onset,UWCEW6851O
260.46,228.14,285.27,260.48,18.81,3.69,14.16,11.96,16.54,14.01,1.5,0.29,11.72,9.64,14.13,11.77,1.33,0.26,163.87,1.0,onset,VKHPY9501A
259.19,238.92,280.47,260.28,13.07,2.56,13.01,11.21,14.26,12.86,1.04,0.2,9.87,8.5,11.18,9.81,0.84,0.17,182.76,1.0,onset,VKKDD9172T
244.54,211.68,272.35,244.29,18.42,3.61,9.58,7.56,11.43,9.57,1.18,0.23,7.17,5.61,8.64,7.17,0.95,0.19,178.37,1.0,onset,VUHVS8909F
290.5,234.36,351.96,287.88,38.53,7.55,7.82,5.03,12.29,8.07,2.12,0.41,7.52,4.54,11.96,7.62,2.1,0.41,153.61,1.0,onset,VVDIY0129H
243.03,213.05,273.11,242.19,20.07,3.93,13.65,10.96,16.93,13.73,1.67,0.33,10.16,7.85,12.64,10.27,1.39,0.27,177.26,1.0,onset,VZOCK3505U
261.67,228.38,294.84,260.98,20.92,4.1,10.81,8.34,14.0,11.06,1.64,0.32,7.5,5.82,9.67,7.64,1.2,0.23,201.5,1.0,onset,VZZSN1825O
250.7,214.21,292.62,251.48,24.33,4.77,13.09,10.31,15.33,12.89,1.65,0.32,10.74,8.33,13.04,10.74,1.52,0.3,162.07,1.0,onset,WJHSV5358P
254.18,225.75,275.92,253.43,15.32,3.0,10.2,8.35,12.05,10.21,1.13,0.22,7.39,5.91,8.82,7.38,0.89,0.17,189.22,1.0,onset,WKDIW7014B
242.19,179.69,296.88,240.39,33.27,6.52,10.55,7.03,14.84,10.63,2.6,0.51,7.33,5.27,11.54,7.68,2.04,0.4,186.17,1.0,onset,WSFVN0229E
251.26,210.8,306.53,253.82,28.77,5.64,9.55,7.01,13.57,10.03,1.93,0.38,8.13,5.17,11.11,8.2,1.63,0.32,167.63,1.0,onset,WSNTP4114A
255.37,228.82,278.19,255.79,15.79,3.1,9.61,8.34,11.13,9.61,0.93,0.18,7.69,6.31,9.3,7.7,0.86,0.17,170.14,1.0,onset,WTBXP2683L
252.92,234.8,280.66,255.48,14.45,2.83,14.98,13.06,16.37,14.8,1.08,0.21,11.85,10.32,13.23,11.8,0.94,0.19,170.53,1.0,onset,XDAFB7350M
258.65,220.4,287.89,257.34,20.27,3.97,11.11,9.11,13.3,11.18,1.36,0.27,8.31,6.67,10.06,8.27,1.07,0.21,186.84,1.0,onset,XDFKW2704K
275.64,240.38,304.65,273.94,21.98,4.31,17.63,14.42,21.15,17.65,2.27,0.45,14.48,11.45,17.82,14.37,1.97,0.39,177.47,1.0,onset,XIGJJ1201J
255.71,223.29,286.87,257.51,18.7,3.66,18.27,16.49,20.69,18.33,1.28,0.25,15.42,14.05,17.41,15.5,1.12,0.22,160.52,1.0,onset,XKAWN3771U
225.13,182.98,272.51,225.5,29.06,5.7,8.9,5.24,12.59,8.81,2.31,0.45,6.89,3.89,10.63,7.12,2.03,0.4,153.65,1.0,onset,XPABC1435F
229.53,202.48,258.73,229.94,19.16,3.76,10.88,8.61,12.73,10.77,1.36,0.27,7.85,5.98,9.12,7.76,1.04,0.2,178.72,1.0,onset,XQAGA4299B
267.22,244.83,303.57,269.52,16.7,3.27,14.6,12.75,16.97,14.75,1.26,0.25,12.81,11.1,14.62,12.86,1.07,0.21,160.29,1.0,onset,XWUBX0795L
250.0,207.92,325.0,255.25,38.72,7.59,10.83,7.46,16.67,11.43,2.81,0.55,8.56,5.16,12.79,8.91,2.42,0.47,180.76,1.0,onset,YEXCH8391J
284.0,240.0,324.4,283.52,27.86,5.46,13.8,10.0,16.82,13.7,2.26,0.44,10.18,7.35,12.89,10.11,1.72,0.34,196.54,1.0,onset,YPKYH1768F
236.03,209.5,273.88,238.6,21.78,4.27,11.17,8.66,14.27,11.3,1.7,0.33,8.1,6.46,10.9,8.38,1.34,0.26,177.18,1.0,onset,YQMZV4284N
253.9,218.04,291.76,253.1,22.43,4.4,12.92,10.69,15.16,12.96,1.36,0.27,10.37,8.53,12.49,10.47,1.24,0.24,168.52,1.0,onset,ZBVSO0975W
239.32,218.53,270.1,241.51,15.93,3.12,11.37,9.42,13.21,11.33,1.13,0.22,8.87,7.44,10.42,8.86,0.95,0.19,170.85,1.0,onset,ZHCLE1578P
249.58,222.61,276.47,249.15,17.51,3.43,6.37,5.02,8.21,6.49,0.96,0.19,4.57,3.47,6.1,4.67,0.81,0.16,186.0,1.0,onset,ZRRCV7012C
253.35,229.43,278.84,253.31,16.08,3.15,20.57,17.88,23.26,20.45,1.76,0.34,17.35,14.9,19.79,17.26,1.6,0.31,162.04,1.0,benchmark,AGNOF1041H
261.59,245.8,285.3,263.74,12.42,2.43,14.09,12.69,15.92,14.25,1.07,0.21,12.78,10.87,14.3,12.69,1.03,0.2,154.15,1.0,benchmark,AKCGO9726K
242.0,213.8,272.2,241.46,18.21,3.57,12.0,9.59,14.6,12.07,1.51,0.3,8.76,6.85,10.75,8.8,1.17,0.23,183.36,1.0,benchmark,AOBTM3098N
234.62,202.62,262.07,235.13,21.06,4.13,12.76,10.48,15.73,12.77,1.55,0.3,9.19,7.26,11.37,9.3,1.25,0.25,179.91,1.0,benchmark,APXEE8191H
236.36,196.36,280.18,237.89,24.58,4.82,9.64,6.91,13.11,9.85,1.86,0.36,6.68,5.15,9.38,6.93,1.35,0.26,186.56,1.0,benchmark,ATDID5461S
273.97,209.82,306.16,267.31,30.44,5.97,10.05,7.76,13.26,10.36,1.88,0.37,7.64,5.45,10.46,7.8,1.64,0.32,190.42,1.0,benchmark,BBXPQ0212O
242.06,212.3,268.25,242.26,17.31,3.39,16.07,13.89,19.05,16.14,1.65,0.32,13.08,11.23,15.6,13.17,1.49,0.29,161.76,1.0,benchmark,BICAW1125K
278.37,246.15,310.6,277.04,19.43,3.81,16.27,13.47,19.07,16.47,1.86,0.36,13.88,11.08,16.55,13.91,1.68,0.33,169.43,1.0,benchmark,BQZGT7491V
260.14,227.48,290.65,259.21,20.66,4.05,13.85,10.81,16.23,13.78,1.75,0.34,11.35,8.73,13.72,11.31,1.57,0.31,168.23,1.0,benchmark,BXXZS5063A
264.46,198.35,339.67,262.31,41.89,8.21,14.88,10.74,19.01,14.9,2.79,0.55,11.96,7.68,16.13,11.77,2.57,0.5,172.38,1.0,benchmark,CNBGF2713O
267.37,235.42,291.51,265.91,16.19,3.17,17.86,14.86,20.27,17.84,1.59,0.31,14.81,12.2,17.37,14.69,1.48,0.29,170.73,1.0,benchmark,CQAAX8797Z
258.5,217.52,299.49,257.69,25.95,5.09,9.18,5.78,12.24,9.2,1.78,0.35,5.84,3.76,8.04,5.9,1.31,0.26,208.86,1.0,benchmark,CYVHC2532V
257.14,233.54,283.29,258.46,15.94,3.12,15.78,13.79,17.78,15.74,1.25,0.25,12.58,10.75,14.5,12.53,1.14,0.22,173.22,1.0,benchmark,DANAH4615Q
261.25,233.56,292.39,262.32,17.54,3.44,13.67,11.07,16.1,13.67,1.48,0.29,11.65,9.53,13.94,11.67,1.34,0.26,163.01,1.0,benchmark,DLNBB9786K
259.77,235.3,283.2,259.36,14.29,2.8,15.04,13.09,16.81,15.06,1.1,0.22,12.75,10.97,14.35,12.76,1.02,0.2,161.34,1.0,benchmark,DNOYM6465G
268.38,240.72,297.98,269.01,18.75,3.68,17.83,15.62,20.05,17.9,1.46,0.29,12.54,10.66,14.6,12.59,1.17,0.23,201.48,1.0,benchmark,DQKFO8183I
266.08,238.54,290.18,266.02,15.26,2.99,10.35,8.3,12.05,10.29,1.23,0.24,8.01,6.38,9.45,7.94,0.92,0.18,183.03,1.0,benchmark,DZJVD1372Z
268.87,238.28,296.69,268.38,17.49,3.43,16.69,14.56,18.81,16.81,1.35,0.27,14.43,11.97,16.8,14.37,1.34,0.26,163.94,1.0,benchmark,EQPWM6065O
244.33,217.78,273.9,245.93,17.78,3.48,15.51,13.74,18.01,15.71,1.43,0.28,12.26,10.51,14.4,12.36,1.15,0.22,170.02,1.0,benchmark,EQZZZ5658G
271.7,257.97,287.94,272.63,9.46,1.85,13.83,12.65,14.76,13.73,0.66,0.13,10.86,9.91,11.76,10.85,0.59,0.12,182.3,1.0,benchmark,FAJKD7118X
249.55,212.34,284.94,249.73,20.11,3.94,11.52,9.6,13.43,11.58,1.3,0.26,8.66,7.07,10.29,8.71,1.03,0.2,179.22,1.0,benchmark,FCCJC8768V
269.95,248.0,291.83,269.25,13.98,2.74,15.59,13.95,17.71,15.66,1.2,0.23,12.7,10.87,14.49,12.72,1.02,0.2,173.4,1.0,benchmark,FLVXS2956M
266.84,242.53,287.61,265.92,13.87,2.72,21.33,19.77,23.24,21.43,1.16,0.23,18.7,17.15,20.47,18.76,1.12,0.22,158.19,1.0,benchmark,FPTBM7594G
237.43,203.77,270.95,237.63,21.96,4.3,12.57,9.76,15.08,12.44,1.77,0.35,8.62,6.55,10.69,8.65,1.34,0.26,189.14,1.0,benchmark,FWHZZ0143J
251.64,221.01,284.46,251.42,21.26,4.17,14.22,11.59,16.63,14.26,1.7,0.33,11.15,8.96,13.5,11.25,1.44,0.28,172.81,1.0,benchmark,FYFMU3598G
269.12,242.57,297.06,269.03,17.45,3.42,16.32,13.82,18.82,16.27,1.49,0.29,12.91,10.39,15.15,12.93,1.3,0.25,177.83,1.0,benchmark,GKONI0110I
262.65,236.14,287.95,263.88,15.0,2.94,14.88,13.01,17.23,14.92,1.4,0.27,12.57,10.32,14.45,12.57,1.28,0.25,165.07,1.0,benchmark,GLRVJ5773V
272.67,247.37,296.69,271.7,15.72,3.08,10.91,9.8,12.88,11.05,1.07,0.21,9.41,8.06,11.4,9.55,0.99,0.19,164.17,1.0,benchmark,GRCGI3873D
255.85,227.34,290.97,255.85,18.63,3.65,13.88,11.36,15.89,13.85,1.37,0.27,12.2,9.83,14.09,12.21,1.29,0.25,152.45,1.0,benchmark,GWOXR9160G
264.65,236.06,291.3,262.81,17.38,3.41,16.16,14.21,19.19,16.39,1.59,0.31,11.98,10.17,14.05,12.02,1.25,0.24,190.09,1.0,benchmark,HBFCN1575G
262.77,235.58,291.76,263.39,18.26,3.58,13.51,11.36,16.14,13.48,1.31,0.26,11.38,9.35,13.56,11.48,1.26,0.25,161.33,1.0,benchmark,HGGNH9018F
257.67,226.53,297.55,258.9,23.5,4.6,15.03,11.63,17.48,14.86,1.87,0.37,12.23,9.25,14.52,12.08,1.6,0.31,167.03,1.0,benchmark,HONZP0443O
278.3,225.94,321.23,276.89,32.02,6.28,14.39,10.83,18.89,14.66,2.56,0.5,11.37,7.88,15.81,11.65,2.15,0.42,179.4,1.0,benchmark,HPWIF9956L
259.05,234.71,283.46,257.7,14.13,2.77,24.91,22.34,26.97,24.85,1.48,0.29,22.31,20.16,24.52,22.28,1.44,0.28,149.02,1.0,benchmark,HREGJ0143U
272.94,242.0,308.35,273.62,23.23,4.55,10.59,8.47,12.72,10.57,1.4,0.27,6.78,5.38,8.58,6.92,1.0,0.2,214.76,1.0,benchmark,HYCCK3082L
255.92,225.4,284.0,255.72,17.51,3.43,14.2,12.57,16.06,14.3,1.1,0.22,11.05,9.52,12.55,11.07,0.97,0.19,176.57,1.0,benchmark,HYNBH3271L
251.91,205.92,301.72,252.86,28.35,5.56,9.92,7.23,12.98,9.95,1.73,0.34,6.69,4.49,8.95,6.63,1.21,0.24,201.57,1.0,benchmark,HZMLX7970T
255.56,228.78,289.0,257.49,18.41,3.61,14.22,11.53,16.67,14.1,1.61,0.32,10.83,8.85,13.54,10.96,1.42,0.28,179.44,1.0,benchmark,HZNVT9936G
254.3,218.67,282.8,253.56,20.88,4.09,14.99,12.29,18.44,15.13,1.84,0.36,11.78,9.7,14.95,11.92,1.56,0.3,173.53,1.0,benchmark,IATJE0497S
253.68,218.66,277.57,250.92,18.47,3.62,15.44,13.59,18.2,15.53,1.37,0.27,12.16,10.17,14.34,12.2,1.33,0.26,172.2,1.0,benchmark,IAZKG9244A
250.62,221.19,275.06,248.49,15.98,3.13,14.56,12.62,16.02,14.49,1.15,0.23,10.98,9.56,12.26,10.99,0.88,0.17,178.57,1.0,benchmark,IDHVL2894N
241.5,214.29,273.98,243.16,18.11,3.55,14.8,12.59,16.68,14.82,1.36,0.27,11.02,9.5,12.76,11.05,1.12,0.22,180.07,1.0,benchmark,ISIZF6614O
265.62,222.46,308.98,265.59,28.44,5.57,5.86,3.52,7.81,5.68,1.45,0.28,5.99,3.63,8.41,5.88,1.57,0.31,120.81,1.0,benchmark,ISXKM9668U
265.65,231.4,298.01,265.07,20.89,4.1,14.8,12.52,17.84,14.87,1.53,0.3,12.78,10.78,15.1,12.89,1.37,0.27,158.74,1.0,benchmark,ITFRR7678Y
256.35,212.94,292.01,255.03,23.51,4.61,9.9,7.36,12.44,9.96,1.48,0.29,7.64,5.61,9.72,7.66,1.26,0.25,179.87,1.0,benchmark,IUMNL9626U
255.76,202.76,304.15,255.58,29.88,5.86,12.44,8.76,16.61,12.47,2.31,0.45,8.49,5.49,11.39,8.64,1.78,0.35,197.48,1.0,benchmark,IWINL6248B
